,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
34409,Disclosure,318,746,2.3459119496855347
104775,Silent Prey,84,197,2.3452380952380953
88491,Other Side of Midnight,29,68,2.3448275862068964
83879,New Attitude,29,68,2.3448275862068964
44146,Flamingo Diner,32,75,2.34375
47633,Gaudy Night,32,75,2.34375
16029,Bittersweet Rain,32,75,2.34375
17901,Brain Child,32,75,2.34375
102906,Self-Defense (Alex Delaware Novels (Paperback)),67,157,2.343283582089552
77095,Meditations for Women Who Do Too Much - 10th Anniversary,35,82,2.342857142857143
125029,"The Haunted Mask (Goosebumps, No 11)",35,82,2.342857142857143
72961,Love and Marriage,44,103,2.340909090909091
112733,Tar Baby,50,117,2.34
5298,A Woman Betrayed,53,124,2.339622641509434
82903,N Is for Noose,168,393,2.3392857142857144
118133,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),27,63,2.3333333333333335
157000,You Have To Kiss A Lot Of Frogs,21,49,2.3333333333333335
142929,Thirty-nothing,36,84,2.3333333333333335
59009,Imajica,57,133,2.3333333333333335
30353,Dead Wrong,21,49,2.3333333333333335
154647,"Winds of Fate (The Mage Winds, Book 1)",27,63,2.3333333333333335
152984,Where Dreams Begin (Avon Historical Romance),24,56,2.3333333333333335
19689,CLOSING OF THE AMERICAN MIND,21,49,2.3333333333333335
1617,A Civil Action,156,364,2.3333333333333335
6832,After the Rain,24,56,2.3333333333333335
108279,Spring Fancy,36,84,2.3333333333333335
8018,Almost Adam,30,70,2.3333333333333335
53706,Her,30,70,2.3333333333333335
88364,Orphans (Orphans Series),27,63,2.3333333333333335
52105,Hard Evidence,45,105,2.3333333333333335
53033,Heart of a Warrior,54,126,2.3333333333333335
88664,Out Of The Dark,30,70,2.3333333333333335
150063,WAR REMEMBRANCE,33,77,2.3333333333333335
9897,Anna Karenina (Signet Classics (Paperback)),30,70,2.3333333333333335
102504,Secrets of the Morning (Cutler),75,175,2.3333333333333335
104092,Shell Seekers,135,315,2.3333333333333335
85111,No Place Like Home (Holiday Classics),42,98,2.3333333333333335
67306,Lake Wobegon Days,120,280,2.3333333333333335
41815,Fallen Hearts (Casteel),27,63,2.3333333333333335
73698,M Is for Malice,151,352,2.3311258278145695
80764,Moving Target,92,214,2.3260869565217392
4159,A Room of One's Own,46,107,2.3260869565217392
152275,What The Lady Wants,43,100,2.3255813953488373
153448,White Mountain,43,100,2.3255813953488373
122022,The English Assassin,43,100,2.3255813953488373
142600,There's A Boy in the Girl's Bathroom,34,79,2.323529411764706
98446,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)",34,79,2.323529411764706
106993,Sometimes I Dream in Italian,34,79,2.323529411764706
110536,Summer,31,72,2.3225806451612905
63372,Julie,31,72,2.3225806451612905
31337,Deep Midnight,31,72,2.3225806451612905
99826,SLEEPING BEAUTY,31,72,2.3225806451612905
56757,How to Make an American Quilt,177,411,2.3220338983050848
78479,Mimosa Grove (Mira),28,65,2.3214285714285716
7872,All the Queen's Men,56,130,2.3214285714285716
136286,The Sky Is Falling,112,260,2.3214285714285716
64717,Kilo Class,28,65,2.3214285714285716
130222,The Mummy Case,28,65,2.3214285714285716
56044,House of Smoke,28,65,2.3214285714285716
94676,Purity in Death,106,246,2.3207547169811322
29778,Dating Game,78,181,2.3205128205128207
94342,Protect and Defend,103,239,2.320388349514563
4352,"A Shocker on Shock Street (Goosebumps, No 35)",25,58,2.32
1044,8.4,25,58,2.32
32382,Desert Rain,22,51,2.3181818181818183
146455,Truffled Feathers,22,51,2.3181818181818183
49534,Good Benito,22,51,2.3181818181818183
31611,Denial (Frank Clevenger),22,51,2.3181818181818183
31131,Death on the Nile (Hercule Poirot Mysteries (Paperback)),22,51,2.3181818181818183
55967,House Made of Dawn (Perennial Library),22,51,2.3181818181818183
19456,"By the Book (Harlequin Blaze, No 85)",41,95,2.317073170731707
129226,The Map of Love,76,176,2.3157894736842106
4098,A Reporter's Life,38,88,2.3157894736842106
57618,I Don't Know How She Does It,54,125,2.314814814814815
85214,No Way Out,35,81,2.3142857142857145
130544,The Name of the Rose,35,81,2.3142857142857145
83375,Natural Causes,70,162,2.3142857142857145
109661,Storm Warning,51,118,2.3137254901960786
52969,Heart Song (Logan),51,118,2.3137254901960786
64845,King Rat,51,118,2.3137254901960786
54248,Hidden Jewel (Landry),51,118,2.3137254901960786
125604,The Horse You Came In On,51,118,2.3137254901960786
127707,The Left Hand of Darkness (Remembering Tomorrow),67,155,2.3134328358208953
93986,Private Pleasures,32,74,2.3125
137533,"The Taking (Koontz, Dean)",32,74,2.3125
33942,Die for Love,32,74,2.3125
21774,Centennial,32,74,2.3125
55550,Honourable Schoolboy,32,74,2.3125
122,10 Lb. Penalty,61,141,2.3114754098360657
124642,The Greenlanders,29,67,2.310344827586207
54347,High Country Bride (McKettrick Cowboys),29,67,2.310344827586207
82161,"My Hairiest Adventure (Goosebumps, No 26)",26,60,2.3076923076923075
78813,Miss Garnet's Angel,26,60,2.3076923076923075
48642,Girl Talk,26,60,2.3076923076923075
132767,The Policy,39,90,2.3076923076923075
96859,Regeneration (William Abrahams Book),26,60,2.3076923076923075
84947,No Greater Love,111,256,2.3063063063063063
29980,Dawn (Cutler),98,226,2.306122448979592
64364,Keepsake Crimes (First Scrapbooking Mystery),36,83,2.3055555555555554
118166,The Cat Who Wasn't There,82,189,2.3048780487804876
153950,Wicked,23,53,2.3043478260869565
63628,Just Friends,23,53,2.3043478260869565
44000,Five Days in Paris,125,288,2.304
42837,Female Intelligence,76,175,2.3026315789473686
104810,Silent Witness,146,336,2.3013698630136985
28701,Dangerous,90,207,2.3
48694,Girls Night,70,161,2.3
64704,Killing the Shadows (St. Martin's Minotaur Mysteries),30,69,2.3
49184,Godplayer,60,138,2.3
21186,Castaways of the Flying Dutchman,30,69,2.3
106856,Someone Like You,30,69,2.3
59669,In the Cut,30,69,2.3
69839,Lie Down With Lions,77,177,2.2987012987012987
148430,Until You,67,154,2.298507462686567
92996,Postcards from the Edge,47,108,2.297872340425532
94901,Queen Bee of Mimosa Branch,54,124,2.2962962962962963
98174,Rising Phoenix,27,62,2.2962962962962963
63754,Just Wait Till You Have Children of Your Own,27,62,2.2962962962962963
105186,Singer from the Sea,27,62,2.2962962962962963
74166,Macgregor Grooms (Macgregors),81,186,2.2962962962962963
136216,The Sisterhood,27,62,2.2962962962962963
153975,Wicked Widow,34,78,2.2941176470588234
52215,Harm's Way,34,78,2.2941176470588234
89921,Parsifal Mosaic,41,94,2.292682926829268
583,"20,000 Leagues Under the Sea (Wordsworth Collection)",24,55,2.2916666666666665
54268,Hidden Star (The Star Series),48,110,2.2916666666666665
95423,Rabbit Run,24,55,2.2916666666666665
59964,Independence Day (Vintage Contemporaries),24,55,2.2916666666666665
16992,Blue Light,24,55,2.2916666666666665
137829,The Terminal Man,110,252,2.290909090909091
83628,Nemesis,62,142,2.2903225806451615
76182,"Martin the Warrior (Redwall, Book 6)",31,71,2.2903225806451615
45626,Four In Hand,31,71,2.2903225806451615
104017,She Walks These Hills,62,142,2.2903225806451615
8264,Always the Bridesmaid,31,71,2.2903225806451615
44360,Flint,38,87,2.289473684210526
126833,The Key to Rebecca,45,103,2.2888888888888888
96682,Red Storm Rising,181,414,2.287292817679558
88795,Outbreak,94,215,2.2872340425531914
86826,Oldest Living Confederate Widow Tells All,98,224,2.2857142857142856
98047,Riley in the Morning,35,80,2.2857142857142856
72820,Love Medicine,70,160,2.2857142857142856
140672,The Woman and the Ape,21,48,2.2857142857142856
155210,With Child,21,48,2.2857142857142856
28749,Dangerous Kiss (Lucky Santangelo Novels (Paperback)),21,48,2.2857142857142856
102171,Second Star to the Right,21,48,2.2857142857142856
138606,The Trumpet of the Swan,35,80,2.2857142857142856
24334,Coffee Will Make You Black,21,48,2.2857142857142856
55707,Horse Heaven (Ballantine Reader's Circle),28,64,2.2857142857142856
61477,It Must Be Love (Avon Light Contemporary Romances),21,48,2.2857142857142856
20376,Can't Take My Eyes Off of You (Zebra Book.),21,48,2.2857142857142856
140117,The White Bone,28,64,2.2857142857142856
99911,SPELLBINDER,21,48,2.2857142857142856
87645,One More Time,21,48,2.2857142857142856
29079,Dark Rivers of the Heart,130,297,2.2846153846153845
145249,Touching Evil,95,217,2.2842105263157895
107482,Southern Cross,236,539,2.2838983050847457
140558,The Witches of Eastwick,74,169,2.2837837837837838
23903,Clear and Present Danger (Jack Ryan Novels),148,338,2.2837837837837838
118152,The Cat Who Saw Red,60,137,2.283333333333333
137770,The Temple of My Familiar,120,274,2.283333333333333
25705,Conspiracy in Death,46,105,2.282608695652174
12058,Aztec,46,105,2.282608695652174
58840,Illumination Night,32,73,2.28125
44701,Foetal Attraction,25,57,2.28
155472,Wolf in the Shadows,25,57,2.28
2575,A Grave Talent,25,57,2.28
31581,Demon Seed,75,171,2.28
54015,Herland,25,57,2.28
30324,Dead Run,93,212,2.2795698924731185
144346,To Love Again,54,123,2.2777777777777777
96966,Relic,87,198,2.2758620689655173
35980,"Dragon Wing (The Death Gate Cycle, Book 1)",29,66,2.2758620689655173
145774,Treasure (Clive Cussler),29,66,2.2758620689655173
142489,Then She Found Me,29,66,2.2758620689655173
132894,The Postman,29,66,2.2758620689655173
35969,Dragon Tears,127,289,2.2755905511811023
108601,Stanislaski Brothers (Silhouette Promo),98,223,2.2755102040816326
148032,Undue Influence,80,182,2.275
9527,Angel,80,182,2.275
42588,Fatherhood,124,282,2.274193548387097
122182,The Evening News,33,75,2.272727272727273
16015,Bitterroot Landing,33,75,2.272727272727273
49492,Gone But Not Forgotten,88,200,2.272727272727273
80836,Mr. Commitment,22,50,2.272727272727273
39081,Elvis and Me,22,50,2.272727272727273
91066,Persuasion (Dover Thrift Editions),22,50,2.272727272727273
86199,OUT OF THE SILENT PLANET,22,50,2.272727272727273
129076,The Man I Should Have Married,22,50,2.272727272727273
137159,The Strange Files of Fremont Jones (Fremont Jones Mysteries (Paperback)),22,50,2.272727272727273
98343,Road Taken,22,50,2.272727272727273
105119,Sin,22,50,2.272727272727273
16370,Blackout,55,125,2.272727272727273
73520,Lucy Sullivan Is Getting Married,96,218,2.2708333333333335
137530,The Takeover,37,84,2.27027027027027
3441,A Monk Swimming,37,84,2.27027027027027
55914,Hotel World,37,84,2.27027027027027
67176,Lady Oracle,63,143,2.2698412698412698
14098,Before and After,63,143,2.2698412698412698
151626,"Weep No More, My Lady",52,118,2.269230769230769
94335,Prospero's Children,41,93,2.268292682926829
102586,Seduction in Death,75,170,2.2666666666666666
71814,Long Time No See,94,213,2.265957446808511
48588,Ginger Tree,34,77,2.264705882352941
86940,On Bear Mountain,34,77,2.264705882352941
56491,How to Cook a Tart,34,77,2.264705882352941
122794,The Final Judgment,91,206,2.2637362637362637
47425,Garden of Rama,38,86,2.263157894736842
87334,Once a Thief,57,129,2.263157894736842
146773,Twelve Across,23,52,2.260869565217391
111205,Suspicion of Innocence,23,52,2.260869565217391
124328,The Grand and Wonderful Day (Little Golden Book),23,52,2.260869565217391
64683,Killing Mister Watson,23,52,2.260869565217391
82284,My Little Blue Dress,23,52,2.260869565217391
102994,Sense and Sensibility (Dover Thrift Editions),23,52,2.260869565217391
26966,Creature,69,156,2.260869565217391
85973,Numbered Account,77,174,2.25974025974026
1454,A Certain Justice (Adam Dalgliesh Mysteries (Hardcover)),27,61,2.259259259259259
107333,Soul Mates,27,61,2.259259259259259
98278,"River of Blue Fire (Otherland, Volume 2)",27,61,2.259259259259259
98244,Riven Rock,31,70,2.2580645161290325
137418,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),31,70,2.2580645161290325
45484,Fortunes of War,39,88,2.2564102564102564
52542,Haunting Rachel,39,88,2.2564102564102564
41170,Eye of the Storm,43,97,2.255813953488372
19114,Buried Evidence,43,97,2.255813953488372
29202,Darkness Peering,43,97,2.255813953488372
140112,The White,47,106,2.25531914893617
98145,Riptide,196,442,2.2551020408163267
101088,Saving Faith,208,469,2.2548076923076925
20563,Capital Crimes,83,187,2.253012048192771
11210,Ashes to Ashes,220,495,2.25
77753,Mesmerized,24,54,2.25
93111,Power Play,32,72,2.25
106219,Snap Happy,28,63,2.25
128012,"The Lion, the Witch, and the Wardrobe",24,54,2.25
13254,Barn Blind,28,63,2.25
81562,Murder in the CIA (Capital Crime Mysteries),40,90,2.25
29017,Dark Inheritance,24,54,2.25
3843,A Place to Call Home,28,63,2.25
132324,The Perfect Lie,36,81,2.25
119723,The Copper Beech,149,335,2.248322147651007
31233,Deception on His Mind,89,200,2.247191011235955
53978,Here on Earth,228,512,2.245614035087719
117103,The Bookman's Wake (Cliff Janeway Novels (Paperback)),53,119,2.2452830188679247
149554,Vinegar Hill (Oprah's Book Club (Paperback)),265,595,2.2452830188679247
152952,Where Are the Children?,94,211,2.24468085106383
45719,Fox River,33,74,2.242424242424242
98305,River's End,157,352,2.2420382165605095
154712,Wings,91,204,2.241758241758242
152395,What to Eat When You're Expecting,29,65,2.2413793103448274
108602,Stanislaski Sisters,87,195,2.2413793103448274
35551,Double Image,29,65,2.2413793103448274
144125,Tinker Tailor Soldier Spy,25,56,2.24
153403,White Horses,25,56,2.24
18020,Brazil,25,56,2.24
40570,Every Move She Makes,25,56,2.24
73561,Lullaby,25,56,2.24
10609,Archangel,71,159,2.23943661971831
21772,Centaur Aisle (Xanth Novels (Paperback)),21,47,2.238095238095238
125396,The Hippopotamus Pool (Amelia Peabody Mysteries (Paperback)),21,47,2.238095238095238
35225,Don't Close Your Eyes,21,47,2.238095238095238
94962,Queen's Man (Ballantine Reader's Circle),21,47,2.238095238095238
135187,The Sculptress (Sculptress),38,85,2.236842105263158
70998,Little Town on the Prairie,38,85,2.236842105263158
85294,Nobody Knows,51,114,2.235294117647059
74283,Madame Bovary,51,114,2.235294117647059
135423,"The Secret Life of Laszlo, Count Dracula",30,67,2.2333333333333334
30539,Deal Breaker (Myron Bolitar Mysteries (Paperback)),30,67,2.2333333333333334
7870,"All the Pretty Horses (The Border Trilogy, Vol 1)",147,328,2.2312925170068025
148949,Vanish With the Rose,26,58,2.230769230769231
124357,The Grass Is Always Greener Over the Septic Tank,39,87,2.230769230769231
94578,Punish the Sinners,39,87,2.230769230769231
44301,Flight Lessons,65,145,2.230769230769231
107745,Special Delivery,52,116,2.230769230769231
13540,Battle Born,35,78,2.2285714285714286
125196,The Heartbreaker,35,78,2.2285714285714286
76887,McNally's Gamble (Archy McNally Novels (Paperback)),35,78,2.2285714285714286
76896,McNally's Secret (Archy McNally Novels (Paperback)),57,127,2.2280701754385963
115029,The Arraignment,57,127,2.2280701754385963
41978,Family Blessings,57,127,2.2280701754385963
64009,Kansas Troubles,22,49,2.227272727272727
4026,A Quiver Full of Arrows,22,49,2.227272727272727
54262,Hidden Riches,66,147,2.227272727272727
68475,Le portrait de Dorian Gray,22,49,2.227272727272727
76885,McNally's Folly,31,69,2.225806451612903
122972,The Fist of God,31,69,2.225806451612903
96816,Reflex,31,69,2.225806451612903
33046,Dicey's Song,49,109,2.2244897959183674
19142,Burn Marks (V.I. Warshawski Novels (Paperback)),58,129,2.2241379310344827
118447,The Children of Men,67,149,2.2238805970149254
29146,Dark of the Moon,36,80,2.2222222222222223
107783,Special Ops (Brotherhood of War),27,60,2.2222222222222223
125593,"The Horror at Camp Jellyjam (Goosebumps, No 33)",27,60,2.2222222222222223
72648,Love Bites,27,60,2.2222222222222223
54443,Higher Authority,27,60,2.2222222222222223
56017,House of God,27,60,2.2222222222222223
98937,Rose,72,160,2.2222222222222223
24889,Comes the Blind Fury,36,80,2.2222222222222223
84436,Night Passage (Jesse Stone Novels (Paperback)),27,60,2.2222222222222223
85763,Nothing but the Truth,54,120,2.2222222222222223
111389,Sweet Liar,54,120,2.2222222222222223
121216,The Doomsday Conspiracy,77,171,2.220779220779221
112772,Tarnished Gold (Landry),50,111,2.22
110587,Summer Light,100,222,2.22
32763,Devil's Claw,41,91,2.2195121951219514
132101,The Patient,87,193,2.218390804597701
152775,When Strangers Marry,23,51,2.217391304347826
55933,Hound of the Baskervilles (Aladdin Classics),23,51,2.217391304347826
153394,White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),23,51,2.217391304347826
109845,Strange Bedpersons,46,102,2.217391304347826
45305,Forever and the Night,23,51,2.217391304347826
53650,Henry Huggins (50th Anniversary Edition),23,51,2.217391304347826
109092,Stealing Faces,23,51,2.217391304347826
61822,JOURNEY INTO DARKNESS (Lisa Drew Books (Paperback)),37,82,2.2162162162162162
121836,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),37,82,2.2162162162162162
78388,Milk Glass Moon (Ballantine Reader's Circle),37,82,2.2162162162162162
143433,Three Wishes,84,186,2.2142857142857144
