,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
54142,0399132414,Patriot Games,22,57,2.590909090909091
21556,0312316089,Dreaming Water,22,57,2.590909090909091
124014,080410882X,Dinner at the Homesick Restaurant,22,57,2.590909090909091
19168,0307301451,Disney's the Lion King (Little Golden Book),22,57,2.590909090909091
3428,0060391553,Enter Whining,22,57,2.590909090909091
12432,0140430229,Gulliver's Travels (Penguin Classics),22,57,2.590909090909091
47429,0380812029,All About Passion (Cynster Novels),22,57,2.590909090909091
118479,0765341972,The Mothman Prophecies,73,189,2.589041095890411
78516,0515121843,Sea Swept (Quinn Brothers (Paperback)),119,308,2.588235294117647
97130,0671026011,The Empty Chair,97,251,2.5876288659793816
88838,0553582941,Sole Survivor,29,75,2.586206896551724
83717,0553213237,A Room With a View (Classic),29,75,2.586206896551724
47784,0380899531,Love Only Once (Malory Novels (Paperback)),29,75,2.586206896551724
104071,0679417796,The Alienist,41,106,2.5853658536585367
39701,0373484410,Time And Again,94,243,2.5851063829787235
74149,0451454243,The Forest House,65,168,2.5846153846153848
102920,0671867156,Pretend You Don't See Her,173,447,2.5838150289017343
116763,0758203888,Easy,24,62,2.5833333333333335
54493,0399143629,Critical Mass,24,62,2.5833333333333335
57780,0425174018,Hush Money (Spenser Mysteries),36,93,2.5833333333333335
66305,0446513067,The General's Daughter,24,62,2.5833333333333335
86464,0553295691,The Christie Caper,24,62,2.5833333333333335
1099,0020449313,The Yearling (Scribner Classics),24,62,2.5833333333333335
14304,0151006903,Baudolino,36,93,2.5833333333333335
91495,0590404008,Hundred Dresses,24,62,2.5833333333333335
113336,0743422910,The Constant Gardener,60,155,2.5833333333333335
85122,0553262645,Nathaniel,36,93,2.5833333333333335
11078,0140250948,In the Lake of the Woods,43,111,2.5813953488372094
69106,0449203794,Space,100,258,2.58
49207,0385319568,The Long Road Home,38,98,2.5789473684210527
43909,0375751513,The Picture of Dorian Gray (Modern Library (Paperback)),26,67,2.576923076923077
89119,0553802542,Thursday's Child,26,67,2.576923076923077
28433,0345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",33,85,2.5757575757575757
56799,0425121631,Rules of Prey,99,255,2.5757575757575757
57790,0425174271,Certain Prey,99,255,2.5757575757575757
74765,0451525264,Les Miserables a New Unabridged Translation (Signet Classics),40,103,2.575
78813,0515130389,Carolina Moon,174,448,2.574712643678161
73146,0451207645,The Oath,47,121,2.574468085106383
56983,0425135020,The Empress File,54,139,2.574074074074074
113174,0743411331,Never Change,61,157,2.5737704918032787
28123,0345334531,Feast of All Saints,89,229,2.5730337078651684
97218,0671028367,Deadly Decisions,91,234,2.5714285714285716
12354,0140390227,"The Awakening, and Selected Stories",21,54,2.5714285714285716
83991,0553227750,Clan of the Cave Bear,35,90,2.5714285714285716
127775,0812545249,The Chronoliths,21,54,2.5714285714285716
65736,0446356573,A Stranger in the Mirror,21,54,2.5714285714285716
60094,0440122090,Echoes,107,275,2.5700934579439254
113694,0743457943,Trading Places,58,149,2.5689655172413794
88587,0553578308,Tough Cookie,88,226,2.5681818181818183
69809,0449221512,I Is for Innocent,162,416,2.567901234567901
24557,0316693324,When the Wind Blows,74,190,2.5675675675675675
88779,055358183X,The Bride and the Beast,37,95,2.5675675675675675
63459,0441003389,Freedom's Landing,30,77,2.566666666666667
151962,1551668432,Texas Ranger,30,77,2.566666666666667
104686,0679721819,Mama Day (Vintage Contemporaries),30,77,2.566666666666667
55302,0413588106,Growing Pains of Adrian Mole,30,77,2.566666666666667
135629,0843947888,Among the Missing,30,77,2.566666666666667
60635,0440184622,Tai-Pan,53,136,2.5660377358490565
156003,1565075722,The Power of a Praying Wife,23,59,2.5652173913043477
51501,0394578791,A Reporter's Life,23,59,2.5652173913043477
132154,0821767089,If She Only Knew,23,59,2.5652173913043477
60277,0440145465,King Rat,46,118,2.5652173913043477
96014,0670839809,Waiting to Exhale,39,100,2.5641025641025643
81367,0525947671,The Lady and the Unicorn,39,100,2.5641025641025643
75289,0452269652,Jazz (Plume Contemporary Fiction),55,141,2.5636363636363635
89089,0553801929,Dark Horse,48,123,2.5625
61994,0440241162,Nerd in Shining Armor,96,246,2.5625
47527,038081658X,The Fresco,25,64,2.56
45791,0380728729,Babyhood,25,64,2.56
30099,0345441435,Prospero's Children,25,64,2.56
85516,0553272616,The Unloved,34,87,2.5588235294117645
72929,0451202341,Back Roads,145,371,2.5586206896551724
88683,0553580191,Seize the Night,122,312,2.557377049180328
2372,0060086386,Filthy Rich,45,115,2.5555555555555554
45651,038072362X,A Superior Death,36,92,2.5555555555555554
57142,0425144429,Mr. Murder,135,345,2.5555555555555554
86041,0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),161,411,2.5527950310559007
57821,0425175367,McNally's Dilemma (Archy McNally Novels (Paperback)),29,74,2.5517241379310347
78384,0515116750,Born in Ice,58,148,2.5517241379310347
54161,0399133453,The Cardinal of the Kremlin,29,74,2.5517241379310347
47411,038081093X,Excavation,40,102,2.55
30377,0345460359,Drowning Ruth,40,102,2.55
14184,0143035002,Anna Karenina (Oprah's Book Club),31,79,2.5483870967741935
86206,0553289411,The Plains of Passage (Earth's Children (Paperback)),139,354,2.5467625899280577
36311,0373218397,Summer Pleasures,130,331,2.546153846153846
61617,0440224675,Hannibal,284,723,2.545774647887324
11867,0140346406,The Twits,22,56,2.5454545454545454
85329,0553268120,All Creatures Great and Small,22,56,2.5454545454545454
2306,0060011912,Small Town,22,56,2.5454545454545454
28879,0345371135,Quincunx,22,56,2.5454545454545454
101410,0671708635,Seven Habits Of Highly Effective People,143,364,2.5454545454545454
72909,0451201906,Storm,24,61,2.5416666666666665
86104,0553286285,Nemesis,24,61,2.5416666666666665
157993,1570717257,Man and Boy,24,61,2.5416666666666665
142521,0886778441,"River of Blue Fire (Otherland, Volume 2)",24,61,2.5416666666666665
78909,0515133418,Summer in Eclipse Bay,48,122,2.5416666666666665
44610,0380016699,Your Erroneous Zones,24,61,2.5416666666666665
41087,0373710615,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",24,61,2.5416666666666665
29234,0345387791,Powers That Be,24,61,2.5416666666666665
104957,0679736042,Toujours Provence (Vintage Departures),61,155,2.540983606557377
61174,0440213282,No Greater Love,76,193,2.539473684210526
69622,0449216861,Silence in Hanover Close,39,99,2.5384615384615383
46735,0380782332,Kiss an Angel,26,66,2.5384615384615383
57767,0425173631,Witness in Death (Eve Dallas Mysteries (Paperback)),52,132,2.5384615384615383
61628,0440224853,The Ghost,80,203,2.5375
49038,0385306032,Vanished,30,76,2.533333333333333
99035,0671526022,Color Purple,30,76,2.533333333333333
113774,0743466527,Fall on Your Knees (Oprah's Book Club),45,114,2.533333333333333
54333,0399138749,Mr. Murder,45,114,2.533333333333333
99193,0671534734,Unfinished Symphony (Logan),60,152,2.533333333333333
107964,0688149790,Babyhood,45,114,2.533333333333333
29286,0345389964,A Son of the Circus,77,195,2.5324675324675323
47607,0380820293,Last Chance Saloon,111,281,2.5315315315315314
57486,0425162486,Small Vices,32,81,2.53125
106433,0684801469,Farewell To Arms,64,162,2.53125
85878,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),177,448,2.531073446327684
102035,0671744208,Castles,49,124,2.5306122448979593
56729,0425115801,Lightning,134,339,2.529850746268657
72933,0451202538,Hangman,34,86,2.5294117647058822
56673,0425109720,Patriot Games (Jack Ryan Novels),144,364,2.5277777777777777
47248,0380802325,Suddenly You,40,101,2.525
69807,0449221490,L Is for Lawless,143,361,2.5244755244755246
61203,0440214041,The Pelican Brief,523,1320,2.5239005736137665
70393,0449245489,Rabbit Is Rich,21,53,2.5238095238095237
28082,0345332636,A Short History of a Small Place,21,53,2.5238095238095237
2251,0060002077,A Gentleman's Honor,21,53,2.5238095238095237
83713,0553213172,Anne of the Island,84,212,2.5238095238095237
27300,0345300785,"Enchanters' End Game (The Belgariad, Book 5)",21,53,2.5238095238095237
72616,0451192249,The House,21,53,2.5238095238095237
176577,3596101859,Ich wollte Hosen.,21,53,2.5238095238095237
85209,0553264915,The Electric Kool-Aid Acid Test,21,53,2.5238095238095237
6322,0061098795,The Wailing Wind,86,217,2.5232558139534884
78420,0515118559,True Betrayals,65,164,2.523076923076923
114934,0747545634,The Map of Love,23,58,2.5217391304347827
84356,0553240951,Out on a Limb,23,58,2.5217391304347827
57225,042514898X,Hangman's Root,23,58,2.5217391304347827
44864,038056176X,Congo -Canc,23,58,2.5217391304347827
47246,0380802309,Someone to Watch over Me,23,58,2.5217391304347827
5314,0061030635,Wild Justice,69,174,2.5217391304347827
51516,0394580567,It Was on Fire When I Lay Down on It,46,116,2.5217391304347827
28953,034537472X,Sapphire Rose (Elenium (Paperback)),23,58,2.5217391304347827
58847,0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,46,116,2.5217391304347827
56876,0425127923,Sleeping With the Enemy,23,58,2.5217391304347827
54537,039914465X,Southern Cross,71,179,2.5211267605633805
42222,0373835922,Lawless,48,121,2.5208333333333335
78835,0515131091,Out of This World,48,121,2.5208333333333335
50646,0393325172,Master and Commander (Movie Tie-In Edition),25,63,2.52
71063,0451119932,Fever,25,63,2.52
101704,0671729438,Gates of Paradise (Casteel),25,63,2.52
29146,0345382846,Here Be Dragons,25,63,2.52
97570,0671047515,Hell's Kitchen,25,63,2.52
88781,0553581872,The Widow's Kiss,25,63,2.52
47472,0380814382,True Confessions (Avon Romance),25,63,2.52
88792,0553582135,Final Target,152,383,2.5197368421052633
75540,0452283868,Sula,52,131,2.519230769230769
30294,0345452569,A Cold Heart (Alex Delaware Novels (Paperback)),83,209,2.5180722891566263
56986,042513525X,Hideaway,139,350,2.5179856115107913
105671,0679853065,A Day No Pigs Would Die,29,73,2.5172413793103448
30092,0345441133,Summer Island,87,219,2.5172413793103448
10229,0140131612,Lake Wobegon Days (Wisconsin),29,73,2.5172413793103448
23211,0312962452,Medusa's Child,29,73,2.5172413793103448
57452,0425161242,Chromosome 6,95,239,2.5157894736842104
11296,0140274154,On the Road (Essential.penguin S.),33,83,2.515151515151515
113526,0743439775,Flight,33,83,2.515151515151515
62623,0440428130,Freckle Juice,33,83,2.515151515151515
36314,0373218427,From This Day,33,83,2.515151515151515
66347,044651506X,Plum Island,33,83,2.515151515151515
4883,0061000035,The Dark Wind (Jim Chee Novels),35,88,2.5142857142857142
37222,0373243790,Considering Kate (The Stanislaskis) (Silhouette Special Edition),72,181,2.513888888888889
78902,0515133302,Hemlock Bay,109,274,2.5137614678899083
151848,1551667002,Skyward,37,93,2.5135135135135136
151957,1551668378,Halfway To Heaven,39,98,2.5128205128205128
56522,0425099334,Shattered,39,98,2.5128205128205128
69729,0449219569,Comeback,39,98,2.5128205128205128
103212,0671880314,Schindler's List,119,299,2.5126050420168067
3750,0060542128,When the Storm Breaks,41,103,2.5121951219512195
82483,0553106341,Dust to Dust,43,108,2.511627906976744
86130,0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),47,118,2.5106382978723403
69646,0449217493,Caribbean,51,128,2.5098039215686274
29079,0345380371,Rising Sun,257,645,2.509727626459144
15042,0156011042,East of the Mountains (Vintage Contemporaries (Paperback)),59,148,2.5084745762711864
88888,0553584049,The Perfect Summer,65,163,2.5076923076923077
88174,0553569910,The Ugly Duckling,130,326,2.5076923076923077
104484,0679454489,Merrick (Vampire Chronicles),65,163,2.5076923076923077
96606,0671004573,Before I Say Good-Bye,176,440,2.5
86004,0553283545,Seduction,32,80,2.5
97509,0671042572,Jewel (Oprah's Book Club),126,315,2.5
104858,0679729798,The Sheltering Sky (Vintage International),28,70,2.5
106898,0684842696,UNDERWORLD,46,115,2.5
106831,0684836491,Apocalypse Wow,22,55,2.5
93645,0590568744,"The Headless Ghost (Goosebumps, No 37)",30,75,2.5
89111,0553802453,No One to Trust,26,65,2.5
100832,0671674463,INHERITANCE,22,55,2.5
88634,0553579312,Dreaming of the Bones,26,65,2.5
113907,0743477081,Forever and Always,44,110,2.5
8134,0099272687,Patchwork Planet Uk Edition,24,60,2.5
72273,0451179803,Spandau Phoenix,30,75,2.5
72934,0451202546,The Devil's Heiress,26,65,2.5
58200,0425187063,Death in Paradise,30,75,2.5
72957,0451203054,Praying for Sleep,32,80,2.5
56910,042513024X,The A.B.C. Murders,30,75,2.5
11099,0140253602,Felicia's Journey,24,60,2.5
77927,0515090395,A Heart Speaks,24,60,2.5
46581,0380776510,Paradise Wild,26,65,2.5
47480,0380814714,So Speaks the Heart,22,55,2.5
65760,0446357448,Bloodline,28,70,2.5
113714,0743460529,Daddy's Little Girl,127,317,2.4960629921259843
29597,034541389X,Flesh and Blood,176,439,2.4943181818181817
86138,0553287737,The Bourne Ultimatum,75,187,2.493333333333333
98947,0671519816,Inca Gold (Clive Cussler),69,172,2.4927536231884058
56504,0425098605,The Vision,59,147,2.4915254237288136
44006,0375758232,Paris to the Moon,57,142,2.491228070175439
88814,0553582526,Dust to Dust,147,366,2.489795918367347
99029,0671525743,Night Whispers,98,244,2.489795918367347
87762,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),111,276,2.4864864864864864
67126,0446609323,Black Friday,111,276,2.4864864864864864
70761,0449910571,Ladder of Years,72,179,2.486111111111111
4897,0061000299,Listening Woman (Joe Leaphorn Novels),35,87,2.4857142857142858
88231,0553571583,Breakfast in Bed,35,87,2.4857142857142858
67138,0446609617,Standoff,68,169,2.485294117647059
1116,0020519001,A Farewell to Arms (A Scribner Classic),33,82,2.484848484848485
113402,0743428595,Into the Woods,33,82,2.484848484848485
72321,0451181379,The Door to December,130,323,2.4846153846153847
58849,0439050006,Captain Underpants and the Wrath of the Wicked Wedgie Woman,31,77,2.4838709677419355
61539,0440222656,The Horse Whisperer,420,1043,2.4833333333333334
60013,0440114756,Comes the Blind Fury,29,72,2.4827586206896552
15254,0156628635,Mrs. Dalloway,27,67,2.4814814814814814
4821,0060976497,Ten Stupid Things Women Do to Mess Up Their Lives,54,134,2.4814814814814814
25339,0330345605,Last Orders,27,67,2.4814814814814814
102518,067179938X,Son of the Morning,25,62,2.48
96999,067102096X,Lethal Seduction,25,62,2.48
74719,0451524497,Anna Karenina (Signet Classics (Paperback)),25,62,2.48
78981,0515135356,Crime School,25,62,2.48
151910,1551667908,Carriage House,25,62,2.48
89094,0553802038,Fatal,23,57,2.4782608695652173
103337,0671891081,The Blessing,23,57,2.4782608695652173
58801,0439010799,The Tiger in the Well,23,57,2.4782608695652173
62286,0440404908,Fudge-A-Mania,23,57,2.4782608695652173
49193,0385319037,Animal Husbandry,65,161,2.476923076923077
49159,0385316577,Follow Your Heart,21,52,2.4761904761904763
22948,0312951426,The Ice House,42,104,2.4761904761904763
61270,0440215900,Walking After Midnight,42,104,2.4761904761904763
151771,1551666103,The Mistress,21,52,2.4761904761904763
61409,0440219507,Troubling a Star,21,52,2.4761904761904763
102435,0671793888,Cowboys Are My Weakness,42,104,2.4761904761904763
6220,0061094145,"The Fifth Dominion (Imajica, Book 1)",21,52,2.4761904761904763
36313,0373218419,Blithe Images,40,99,2.475
49165,0385316917,Special Delivery,40,99,2.475
86207,055328942X,"The Shelters of Stone (Earth's Children, Book 5)",76,188,2.473684210526316
158550,1573229083,My Dream of You,55,136,2.4727272727272727
5586,0061054151,Whirlwind (The X-Files),55,136,2.4727272727272727
5362,0061032425,The Family,36,89,2.4722222222222223
3524,0060507845,"A Promising Man (and About Time, Too)",34,84,2.4705882352941178
121500,0786889004,Dixie City Jam,34,84,2.4705882352941178
87771,0553560468,Wilderness Tips,32,79,2.46875
29032,0345378490,Congo,288,711,2.46875
77965,0515093203,The Cat Who Played Post Office (Cat Who... (Paperback)),64,158,2.46875
49138,0385315147,Smilla's Sense of Snow,47,116,2.4680851063829787
39677,0373484003,Irish Hearts,107,264,2.467289719626168
29914,0345432479,Crazy in Alabama,30,74,2.466666666666667
66580,0446527017,Standoff,60,148,2.466666666666667
151983,1551668653,Getting Rid Of Bradley,75,185,2.466666666666667
57917,0425178579,Betrayal in Death,88,217,2.465909090909091
65959,0446364800,The General's Daughter,129,318,2.4651162790697674
45701,0380725584,The Indian in the Cupboard (rack) (Indian in the Cupboard),43,106,2.4651162790697674
73090,0451206460,Hard Evidence,28,69,2.4642857142857144
