,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
51601,0375430768,Killing Time,CALEB CARR,2000,Random House Large Print
51603,0449203344,The Chosen,Chaim Potok,1982,Fawcett Books
51611,1841953237,The Crimson Petal and the White,Michel Faber,2002,Canongate Books Ltd
51620,1860492592,Alias Grace,Margaret Atwood,0,Virago Press Limited
51644,0553289721,Mercy,David Lindsey,1991,Bantam Books
51715,037572799X,In Pursuit of the Proper Sinner,Elizabeth George,2000,Random House Large Print Publishing
51926,0451186044,The Secret,Cynthia Victor,1998,Onyx Books
51967,0618260285,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2002,Houghton Mifflin Company
52155,086492304X,Obasan,Joy Kogawa,2001,Goose Lane Editions
52165,067168390x,Lonesome Dove,Larry McMurtry,1988,Pocket
52185,0553381342,The Bonfire of the Vanities,TOM WOLFE,2001,Bantam
52222,0515056952,The Mask,Owen West,1981,Jove Books
52223,0515057266,The Funhouse,Owen West,1981,Jove Books
52336,0434009407,Hannibal,Thomas Harris,0,William Heinemann Ltd(england
52421,B00009NDAN,Winter Solstice,Rosamunde Pilcher,2000,St. Martin's Press
52453,0812511980,Prey,Ken Goddard,1993,Tor Books
52506,0684863561,Where Are the Children?,Mary Higgins Clark,1999,Simon &amp; Schuster
52520,0399135081,Bitter Sweet,LaVyrle Spencer,1990,Putnam Pub Group
52571,0345376714,The Autobiography of Malcolm X,Malcolm X,1992,Ballantine Books
52635,0451518012,Animal Farm,George Orwell,1956,Signet Book
52659,0451180216,Interest of Justice,Nancy Taylor Rosenberg,1994,Signet Book
52732,0812504836,The Scarlet Letter,Nathaniel Hawthorne,1996,Tor Books
52734,0812523369,Pride and Prejudice,Jane Austen,1994,Tor Books
52851,0451171926,Atlas Shrugged,Ayn Rand,1992,New Amer Library
52955,055338001X,I Know Why the Caged Bird Sings,MAYA ANGELOU,1997,Bantam
52975,039913414X,The Edge,Dick Francis,1989,Putnam Pub Group
52983,0821763776,Whispers,Lisa Jackson,1999,Zebra Books
53059,0060185074,The Vendetta Defense,Lisa Scottoline,2001,HarperCollins Publishers
53137,0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd
53394,0679434968,A Son of the Circus,John Irving,1994,Random House Inc
53530,0553526847,The Brethren,John Grisham,2000,Random House Audio Publishing Group
53668,0451521560,Animal Farm,George Orwell,1986,New Amer Library Classics (Mm)
53869,0340696621,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Trafalgar Square
53895,0451180240,The Surgeon,Francis Roe,1994,Signet Book
54134,0743426797,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Pocket
54207,0446515043,The Gold Coast,Nelson Demille,1990,Warner Books Inc
54222,1573227951,An Instance of the Fingerpost,Iain Pears,2000,Riverhead Books
54231,0060263857,Charlotte's Web,E. B. White,1952,Harpercollins Juvenile Books
54389,1586210661,Me Talk Pretty One Day,David Sedaris,2001,Time Warner Audio Major
54570,000649840x,Angelas Ashes,Frank Mccourt,0,Harpercollins Uk
54620,0375701524,The Hundred Secret Senses,Amy Tan,1998,Vintage Books USA
54644,0451171810,The Dark Half,Stephen King,1994,Signet
54704,0385037872,Roots,Alex Haley,1976,Doubleday Books
54726,0553099612,Night Sins,Tami Hoag,1995,Bantam Dell Pub Group
54729,0452284708,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,Plume Books
54731,0452284716,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,2003,Plume Books
54732,0452284724,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,Plume Books
54953,031225346X,The Prometheus Deception,Robert Ludlum,2000,St Martins Pr
54954,0553073737,Darkness,John Saul,1991,Bantam Dell Pub Group
55032,0865714215,Stormy Weather,Guy Dauncey,2001,New Society Publishers
55033,1562010352,Story of O,Pauline Reage,1998,Blue Moon Books
55059,0451150643,Cujo,Stephen King,1983,Signet Book
55205,0394545370,Oldest Living Confederate Widow Tells All,Allan Gurganus,1989,Random House Inc
55241,0743505883,Killing Time,Caleb Carr,2000,Audioworks
55262,0694519405,I Know This Much Is True,Wally Lamb,1998,ReganBooks
55279,0881039217,Bridge to Terabithia,Katherine Paterson,1999,Sagebrush Bound
55483,0553381539,Beach Music,Pat Conroy,2002,Bantam
55492,0440238137,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2003,Laurel Leaf
55541,0399141383,Sudden Prey,John Sandford,1996,Putnam Publishing Group
55581,0425167097,Toxin,Robin Cook,1999,Berkley Pub Group
55597,0385720114,The Map of Love,Ahdaf Soueif,2000,Anchor Books/Doubleday
55611,848328006X,1984,George Orwell,1997,"Plaza &amp; Janes Editores, S.A."
55670,0451204298,A Maiden's Grave,Jeffery Deaver,2001,Signet Book
55784,043920352X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2000,Scholastic
55823,1573221856,High Maintenance,Jennifer Belle,2001,Riverhead Hardcover
55826,038097617X,Watermelon,Marian Keyes,1998,William Morrow &amp; Company
56004,1567310079,Siddhartha,Hermann Hesse,1997,MJF Books
56088,0922066728,A Time to Kill,John Grisham,1992,Dell Publishing
56125,0671670069,Guardian Angel,Julie Garwood,1990,Pocket
56132,0399144412,The Reef,Nora Roberts,1998,Putnam Pub Group
56135,0399137149,Bygones,Lavyrle Spencer,1992,Putnam Pub Group
56136,0553801228,Summer Light,Luanne Rice,2001,Bantam Books
56139,0671870998,The Wedding,Julie Garwood,1996,Pocket Books
56141,0671034014,Mercy,Julie Garwood,2001,Atria
56203,0553478907,A Man in Full,Tom Wolfe,1998,Bantam Books-Audio
56277,0553097156,Long After Midnight,Iris Johansen,1997,Bantam
56285,0590437615,The Promise,Robert Westall,1993,Scholastic
56303,0821736612,Night Prey,Carol Davis Luce,1992,Zebra Books
56332,0385307756,The Copper Beech,Maeve Binchy,1992,Bantam Dell Pub Group
56408,0399134980,The Bad Place,Dean R. Koontz,1990,Putnam Pub Group
56437,0553095161,Silent Treatment,Michael Palmer,1995,Bantam Dell Pub Group
56447,1558171053,Cry to Heaven,Anne Rice,1988,Pinnacle Books
56463,067081458X,The Eyes of the Dragon,Stephen King,1987,Viking Books
56478,0821735659,Once in a Lifetime,Constance O'Day-Flannery,1991,Zebra Books
56494,0316091472,Killing Time,Thomas Berger,1990,Little Brown &amp; Co
56503,0670846503,Gerald's Game,Stephen King,1992,Penguin Putnam~childrens Hc
56640,1583142827,Coming Home,Roberta Gayle,2002,Arabesque
56673,1883061067,Dreamcatcher,Lori Byrd,1995,Rising Tide Press (AZ)
56737,0345465393,Dog Handling,CLARE NAYLOR,2004,Ballantine Books
56889,0688084885,Memories of Midnight,Sidney Sheldon,1990,William Morrow
57009,0745937411,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Lion Publishing Corporation
57010,0380730405,Rebecca,Daphne du Maurier,2001,Perennial
57090,0399138153,Winter Prey,John Sandford,1993,Putnam Pub Group
57129,0399137424,Silent Prey,John Sandford,1992,Putnam Pub Group
57330,0385334842,Unfit to Practice,PERRI O'SHAUGHNESSY,2002,Delacorte Press
57457,0679454462,The Tailor of Panama,John Le Carre,1996,Alfred A. Knopf
57480,0394535979,Beloved,TONI MORRISON,1987,Knopf
57499,0679444920,Paris to the Moon,Adam Gopnik,2000,Random House Trade
57549,0722148658,Animal Husbandry,Tony Husband,1986,Macdonald &amp; Co
57705,0397001517,To Kill a Mockingbird,Harper Lee,1960,Harpercollins
57827,081613295X,Gorky Park,Martin Cruz Smith,1981,G.K. Hall
57969,0899193099,Cold Sassy Tree,Olive Ann Burns,1984,Houghton Mifflin
57974,044651506X,Plum Island,Nelson DeMille,1997,Warner Books
58040,0553256157,I Know Why the Caged Bird Sings,Maya Angelou,1971,Bantam Books
58048,0312010737,Not Without My Daughter,Betty Mahmoody,1987,St Martins Pr
58061,0843952180,Darkfall,Stephen Laws,2003,Leisure Books
58135,0553470485,Charlotte's Web,E. B. White,1992,Listening Library
58201,061328125X,The Virgin Suicides,Jeffrey Eugenides,2000,Sagebrush Bound
58345,0140039589,Watership Down,Richard Adams,1974,Penguin Books
58399,0553199412,The Bourne Identity,Robert Ludlum,1984,Bantam Books
58592,0316288292,The Day After Tomorrow,Allan Folsom,1994,Little Brown &amp; Co
58886,0345418956,Jurassic Park,Michael Crichton,1997,Ballantine Books
59153,0312044194,September,Rosamunde Pilcher,1990,St Martins Pr
59168,0425186768,Isle of Dogs,Patricia Cornwell,2002,Berkley Pub Group
59192,0743467094,Three Wishes,Barbara Delinsky,2003,Pocket
59705,0140252738,The Cat Who Came for Christmas,Cleveland Amory,1995,Penguin Books
59781,0525936807,Interest of Justice,Nancy Taylor Rosenberg,1993,Penguin USA
59783,0525935878,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Penguin USA
59785,0553058770,Second Child,John Saul,1990,Bantam Dell Pub Group
59786,039914496X,Certain Prey,John Sandford,1999,Putnam Publishing Group
59789,0877958262,Belinda,Anne Rice,1986,Smithmark Pub
59792,0385480547,The Undertaker's Widow,Philip Margolin,1998,Bantam Dell Pub Group
59794,0060196246,Wild Justice,Phillip Margolin,2000,HarperCollins Publishers
59795,0385182449,Pet Sematary,Stephen King,1993,Doubleday Books
59802,034542333X,Darwin's Radio,Greg Bear,1999,Del Rey Books
59816,0399134026,Mutation,Robin Cook,1989,Putnam Pub Group
59842,0385313543,The Glass Lake,Maeve Binchy,1995,Delacorte Press
59889,0399134867,Haunted,James Herbert,1989,Putnam Pub Group
59908,0060179333,Colony,Anne Rivers Siddons,1992,Harpercollins
59986,0917053087,The Gift,Scott Edelman,1990,Space &amp; Time
59988,0670822167,Vanished,Mary McGarry Morris,1988,Penguin USA
60057,0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch
60117,0553582895,Dark Rivers of the Heart,DEAN KOONTZ,2000,Bantam
60121,0440115450,The Cradle Will Fall,Mary Higgins Clark,1983,Dell Publishing Company
60163,0788191799,The Regulators,Richard Bachman,1996,Diane Pub Co
60253,0671027379,Deception Point,Dan Brown,2001,Atria
60270,0380760061,Temptation,Catherine Hart,1992,Harpercollins
60278,0671644459,Awakening,Jude Deveraux,1988,Pocket
60373,0440227186,Island of the Blue Dolphins,Scott O'Dell,1978,Random House Childrens Pub
60429,0671795899,Lonesome Dove,Larry McMurtry,1993,Pocket
60556,0618129081,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,2001,Houghton Mifflin Company
60577,0399138307,The Cat Who Went into the Closet,Lilian Jackson Braun,1993,Putnam Pub Group
60605,0060283130,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins
60835,0394517482,Gorky Park,Martin Cruz Smith,1981,Random House Inc
60854,0394543963,The Bourne Supremacy,ROBERT LUDLUM,1986,Random House
61058,0553106554,Public Secrets,Nora Roberts,1997,Bantam
61230,037540435X,Timeline,Michael Crichton,1999,Random House Audio
61311,0671682911,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),V.C. Andrews,1989,Pocket
61525,0676973922,The Fourth Hand,John Irving,2001,Knopf Canada
61572,1570428654,Me Talk Pretty One Day,David Sedaris,2000,Time Warner Audio Major
61585,0345288653,Grendel,John Champlin Gardner,1979,Ballantine Books
61617,1566190959,The Scarlet Letter,Nathaniel Hawthorne,0,Running Press
61707,006017658X,Legal Tender,Lisa Scottoline,1996,Harpercollins
61785,0440238153,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Laurel Leaf
61786,0440238145,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2003,Laurel Leaf
61879,0312276885,The Sigma Protocol,Robert Ludlum,2001,St. Martin's Press
61880,0671524933,Lucky,Jackie Collins,1985,Simon &amp; Schuster
61921,0060196092,Moment of Truth,Lisa Scottoline,2000,HarperCollins Publishers
61925,038531437X,The Wedding,Danielle Steel,2000,Delacorte Press
61962,0425177777,Dead Run,Leo Atkins,2000,Berkley Publishing Group
62107,0517008254,Cradle and All,Fay Nedra Zachary,1989,Not Avail
62121,0399135375,Stardust,Robert B. Parker,1990,Putnam Publishing Group
62185,0553072633,Extreme Measures,Michael Palmer,1991,Bantam Dell Pub Group
62326,0312266324,A Place of Execution,Val McDermid,2000,St. Martin's Minotaur
62334,0066210232,A Theory of Relativity,Jacquelyn Mitchard,2001,HarperCollins Publishers
62342,0446676446,Presumed Innocent,Scott Turow,2000,Warner Books
62414,0553575090,Deception on His Mind,ELIZABETH GEORGE,1998,Bantam
62426,B00001U0CP,Unnatural Exposure,Patricia Cornwell,1997,Putnam Pub Group
62513,0747527873,Alias Grace,Margaret Atwood,1996,Raincoast Book Dist Ltd
62571,0140327592,Matilda,Roald Dahl,1990,Viking Penguin Inc
62646,0833518534,Misery,Stephen King,1999,Sagebrush Bound
62758,0553840185,Deception on His Mind,Elizabeth George,1998,Bantam Books
62823,2290303348,Neverwhere,Neil Gaiman,2001,J'ai lu
62889,184195425X,Life of Pi,Yann Martel,2004,Pub Group West
63065,0679435328,The Angel of Darkness,Caleb Carr,1997,Random House Inc
63093,1561387053,Sense and Sensibility,Jane Austen,1996,Courage Books
63106,0140867163,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1998,Penguin Books
63218,207036822X,1984,George Orwell,0,Gallimard French
63247,0446673749,Total Control,David Baldacci,1996,Warner Books
63323,0440586550,Thurston House,Danielle Steel,1983,Bantam Dell Pub Group
63414,2253008486,Siddhartha,Hermann Hesse,1975,LGF
63570,0451519582,Wuthering Heights,Emily Bronte,1959,Signet Book
63605,0425064476,Whispers,Dean R. Koontz,1983,Berkley Publishing Group
63632,0843946334,Prey,Graham Masterton,1999,Leisure Books
63645,0425057739,Starship Troopers,Robert A. Heinlein,1982,Berkley Publishing Group
63727,0399141308,Idoru,William Gibson,1996,Putnam Publishing Group
63731,042516814X,Protect and Defend,Eric L. Harry,1999,Berkley Publishing Group
63976,0151327653,Foucault's Pendulum,Umberto Eco,1989,Harcourt
64072,0525945636,Code to Zero,Ken Follett,2000,Dutton Books
64073,0393039765,Fight Club,Chuck Palahniuk,1996,Hyperion Books
64074,1568657986,Summer Sisters,Judy Blume,0,Bantam Doubleday Dell
64089,0449911691,Oldest Living Confederate Widow Tells All,ALLAN GURGANUS,1996,Ballantine Books
64095,1400032652,East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,2003,Vintage Books USA
64121,0743204697,The Woman Next Door,Barbara Delinsky,2001,Simon &amp; Schuster
64128,0553381520,The Beekeeper's Apprentice,LAURIE R. KING,2002,Bantam
64359,0373107048,Dark Paradise,Author Unknown,1984,Harlequin
64721,2070422402,Fight Club,Chuck Palahniuk,2002,Gallimard
64739,2207253635,Choke,Chuck Palahniuk,2002,DenoÃ?Â«l
64777,0312911939,Not Without My Daughter,Betty Mahmoody,1991,St. Martin's Press
65059,031285630X,Relic,Douglas Preston,1995,St Martins Pr
65060,0446530220,The Cabinet of Curiosities,Douglas Preston,2002,Warner Books
65269,0394559517,Women in His Life,Barbara Taylor Bradford,1990,Random House Inc
65333,1552781879,Sanctuary,Lisa Appignanesi,2004,McArthur &amp; Company
65343,8423328651,1984,George Orwell,1998,La Marca Editora
65443,0399126635,Jewels,Anne Harvey,1981,Putnam Pub Group
65679,0330332767,Bridget Jones's Diary,Helen Fielding,1996,Picador (UK)
65717,0373260350,Split Second,M. R. D. Meek,1989,Worldwide Library
65746,0515076252,Secrets,Barbara Cartland,1984,Jove Books
65881,0375727965,The Brethren,John Grisham,2000,Random House Large Print Publishing
66057,0743439651,Still Waters,Jennifer Lauck,2001,Atria
66087,0425155439,The Rapture of Canaan,Sheri Reynolds,2003,Berkley Publishing Group
66134,0752821563,Tara Road,Maeve Binchy,0,Orion
66354,0425192032,Lightning,Dean Koontz,2003,Berkley
66440,0156029588,The Flanders Panel,Arturo Perez-Reverte,2004,Harvest Books
66505,0385332777,Move to Strike,Perri O'Shaughnessy,2000,Delacorte Press
66509,0446600733,Impulse,Michael Weaver,1994,Warner Books
66614,060629807X,2nd Chance,James Patterson,2004,Turtleback Books Distributed by Demco Media
66666,0380752166,Shadowfires,Leigh Nichols,1987,Avon Books
66680,0670532576,The Outsiders,S. E. Hinton,1967,Viking Juvenile
66815,0553247409,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),Lucy Maud Montgomery,1984,Bantam Books
66848,0517692783,When Rabbit Howls,For Truddi Chase Troops,1989,Not Avail
66958,0345320328,Fahrenheit 451,Ray Bradbury,1979,Del Rey Books
67008,0671835157,The World According to Garp,John Irving,1979,Pocket
67020,0140328718,James and the Giant Peach,Roald Dahl,1988,Penguin Putnam~childrens Hc
67051,0671664964,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1988,Pocket
67074,0399143904,Rainbow Six,Tom Clancy,1998,Putnam Publishing Group
67494,3442451221,Timeline,Michael Crichton,2002,Distribooks
67741,0670874787,On the Road,Jack Kerouac,1997,Viking Books
68021,0060191503,The Eleventh Commandment,Jeffrey Archer,1998,HarperCollins Publishers
68061,1568654685,Dark Paradise,Tami Hoag,1997,GuildAmerica Books
68120,0553092537,Missing Joseph,Elizabeth George,1993,Bantam Dell Pub Group
68162,0385319576,Bittersweet,Danielle Steel,1999,Delacorte Press
68163,0743228774,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
68436,0345453808,Killjoy,JULIE GARWOOD,2002,Ballantine Books
68446,0380799502,Bittersweet,Nevada Barr,1999,Perennial
68685,0679438025,Midnight in the Garden of Good and Evil,JOHN BERENDT,1995,Random House Audio
68748,0141311916,James and the Giant Peach,Roald Dahl,2001,Penguin Books
68755,0399214240,"Redwall (Redwall, Book 1)",Brian Jacques,1987,Philomel Books
68776,0399142371,The Night Crew,John Sandford,1997,Putnam Publishing Group
68828,1551661780,Night Whispers,Lynn Erickson,1996,Mira
69156,0743411420,Sanctuary,Jenny Carroll,2002,Simon Pulse
69169,0399131876,Outbreak,Robin Cook,1987,Putnam Publishing Group
69276,0618260242,The Lord of the Rings (Movie Art Cover),J. R. R. Tolkien,2002,Houghton Mifflin Company
69464,1573221562,Affinity,Sarah Waters,2000,Riverhead Books
69534,0788192043,The Hundred Secret Senses,Amy Tan,2000,DIANE Publishing Company
69563,0140281649,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1999,Penguin Books
69685,0671737430,The Blessing,Gary Smalley,1990,Pocket
69927,1853268496,Sense and Sensibility,Jane Austen,0,Universal Sales Marketing
69979,2253170828,Contagion,Robin Cook,1999,LGF
70014,5552027574,Presumed Innocent,Dalton,1987,Farrar Straus Giroux
